accession,superkingdom,phylum,class,order,family,genus,species
GCA_900554385.1,Bacteria,Cyanobacteria,Vampirovibrionia,Gastranaerophilales,Gastranaerophilaceae,CAG-484,CAG-484 sp900554385
GCA_003258725.1,Bacteria,Cyanobacteria,Vampirovibrionia,Gastranaerophilales,Gastranaerophilaceae,UBA6984,UBA6984 sp003258725
GCA_003150395.1,Bacteria,Cyanobacteria,Vampirovibrionia,Gastranaerophilales,Gastranaerophilaceae,QAMI01,QAMI01 sp003150395
GCA_900320675.1,Bacteria,Cyanobacteria,Vampirovibrionia,Gastranaerophilales,Gastranaerophilaceae,UBA1221,UBA1221 sp900320675
GCA_002309425.1,Bacteria,Cyanobacteria,Vampirovibrionia,Gastranaerophilales,Gastranaerophilaceae,UBA1221,UBA1221 sp002309425
GCA_002361485.1,Bacteria,Cyanobacteria,Vampirovibrionia,Gastranaerophilales,Gastranaerophilaceae,UBA2813,UBA2813 sp002361485
GCA_900314375.1,Bacteria,Cyanobacteria,Vampirovibrionia,Gastranaerophilales,Gastranaerophilaceae,UBA2813,UBA2813 sp900314375
GCA_002103075.1,Bacteria,Cyanobacteria,Vampirovibrionia,Gastranaerophilales,Gastranaerophilaceae,UBA2883,UBA2883 sp002103075
GCA_900313115.1,Bacteria,Cyanobacteria,Vampirovibrionia,Gastranaerophilales,Gastranaerophilaceae,UBA2883,UBA2883 sp900313115
GCA_002369055.1,Bacteria,Cyanobacteria,Vampirovibrionia,Gastranaerophilales,Gastranaerophilaceae,UBA6984,UBA6984 sp002369055
GCA_900553845.1,Bacteria,Cyanobacteria,Vampirovibrionia,Gastranaerophilales,Gastranaerophilaceae,UMGS1477,UMGS1477 sp900553845
GCA_900552205.1,Bacteria,Cyanobacteria,Vampirovibrionia,Gastranaerophilales,Gastranaerophilaceae,UMGS1477,UMGS1477 sp900552205
GCA_900547585.1,Bacteria,Cyanobacteria,Vampirovibrionia,Gastranaerophilales,Gastranaerophilaceae,UMGS951,UMGS951 sp900547585
GCA_900547155.1,Bacteria,Cyanobacteria,Vampirovibrionia,Gastranaerophilales,Gastranaerophilaceae,UMGS951,UMGS951 sp900547155
GCA_900551675.1,Bacteria,Cyanobacteria,Vampirovibrionia,Gastranaerophilales,Gastranaerophilaceae,Zag1,Zag1 sp900551675
GCA_000433095.1,Bacteria,Cyanobacteria,Vampirovibrionia,Gastranaerophilales,Gastranaerophilaceae,Zag1,Zag1 sp000433095
GCA_900555325.1,Bacteria,Cyanobacteria,Vampirovibrionia,Gastranaerophilales,Gastranaerophilaceae,Zag111,Zag111 sp900555325
GCA_002103105.1,Bacteria,Cyanobacteria,Vampirovibrionia,Gastranaerophilales,Gastranaerophilaceae,Zag111,Zag111 sp002103105
GCA_001784535.1,Bacteria,Cyanobacteria,Vampirovibrionia,Gastranaerophilales,UBA9579,UBA9971,UBA9971 sp001784535
GCA_003499585.1,Bacteria,Cyanobacteria,Vampirovibrionia,Gastranaerophilales,UBA9579,UBA9579,UBA9579 sp003499585
GCA_001784565.1,Bacteria,Cyanobacteria,Vampirovibrionia,Gastranaerophilales,UBA9579,GWF2-37-15,GWF2-37-15 sp001784565
GCA_003499955.1,Bacteria,Cyanobacteria,Vampirovibrionia,Gastranaerophilales,UBA9579,UBA9971,UBA9971 sp003499955
GCA_005240105.1,Bacteria,Cyanobacteria,Vampirovibrionia,Obscuribacterales,SBAT01,SBAT01,SBAT01 sp005240105
GCA_003175915.1,Bacteria,Cyanobacteria,Vampirovibrionia,Obscuribacterales,Obscuribacteraceae,PSRH01,PSRH01 sp003175915
GCA_003151275.1,Bacteria,Cyanobacteria,Vampirovibrionia,Obscuribacterales,Obscuribacteraceae,PALSA-1081,PALSA-1081 sp003151275
GCA_003153555.1,Bacteria,Cyanobacteria,Vampirovibrionia,Obscuribacterales,Obscuribacteraceae,PALSA-1081,PALSA-1081 sp003153555
GCA_001873935.1,Bacteria,Desulfobacterota,MBNT15,MBNT15,MBNT15,CG2-30-66-27,CG2-30-66-27 sp001873935
GCF_001311845.1,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfosarcinaceae,Desulfosarcina,Desulfosarcina cetonica
GCA_003646875.1,Bacteria,Desulfobacterota,Desulfobacteria,Desulfatiglandales,B25-G16,B33-G16,B33-G16 sp003646875
GCF_000179315.1,Bacteria,Desulfobacterota,Desulfobacteria,Desulfatiglandales,NaphS2,NaphS2,NaphS2 sp000179315
GCA_900258555.1,Bacteria,Desulfobacterota,Desulfobacteria,Desulfatiglandales,NaphS2,UBA5623,UBA5623 sp900258555
GCA_002424495.1,Bacteria,Desulfobacterota,Desulfobacteria,Desulfatiglandales,NaphS2,UBA5623,UBA5623 sp002424495
GCF_900142135.1,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfatibacillaceae,Desulfatibacillum,Desulfatibacillum alkenivorans
GCA_003486165.1,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,BuS5,UBA11574,UBA11574 sp003486165
GCA_004193595.1,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,BuS5,S5133MH16,S5133MH16 sp004193595
GCA_001751005.1,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,BuS5,S5133MH16,S5133MH16 sp001751005
GCF_000472805.1,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,BuS5,BuS5,BuS5 sp000472805
GCA_002868985.1,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,BuS5,UBA11574,UBA11574 sp002868985
GCF_900176365.1,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacterium_A,Desulfobacterium_A vacuolatum
GCA_002747145.1,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacter,Desulfobacter postgatei_A
GCA_003252055.1,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacter,Desulfobacter postgatei_B
GCA_003647385.1,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacula,Desulfobacula sp003647385
GCF_000307105.1,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacula,Desulfobacula toluolica
GCF_000421285.1,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,Desulfotignum,Desulfotignum balticum
GCF_000350545.1,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,Desulfotignum,Desulfotignum phosphitoxidans
GCA_003599575.1,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfosarcinaceae,Desulfatitalea,Desulfatitalea sp003599575
GCF_001293685.1,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfosarcinaceae,Desulfatitalea,Desulfatitalea tepidiphila
GCA_002747365.1,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfosarcinaceae,Desulfosarcina,Desulfosarcina sp002747365
GCA_002747175.1,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfosarcinaceae,Desulfosarcina,Desulfosarcina sp002747175
GCA_003599885.1,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,SURF-3,SURF-3,SURF-3 sp003599885
GCA_007135795.1,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,SURF-3,B1SED10-16,B1SED10-16 sp007135795
GCA_007131845.1,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,SURF-3,B1SED10-16,B1SED10-16 sp007131845
GCF_004917065.1,Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales,Geobacteraceae,Citrifermentans,Citrifermentans sp004917065
GCF_900107645.1,Bacteria,Desulfobacterota,Desulfuromonadia,Desulfuromonadales,Geopsychrobacteraceae,Desulfuromusa,Desulfuromusa kysingii
GCF_900101955.1,Bacteria,Desulfobacterota,Desulfuromonadia,Desulfuromonadales,Desulfuromonadaceae,Pseudodesulfuromonas,Pseudodesulfuromonas thiophila
GCA_002084705.1,Bacteria,Desulfobacterota,Desulfuromonadia,Desulfuromonadales,Desulfuromonadaceae,Desulfuromonas,Desulfuromonas sp002084705
GCA_002084665.1,Bacteria,Desulfobacterota,Desulfuromonadia,Desulfuromonadales,Desulfuromonadaceae,Desulfuromonas,Desulfuromonas sp002084665
GCA_002424645.1,Bacteria,Desulfobacterota,Desulfuromonadia,Desulfuromonadales,Syntrophotaleaceae,Syntrophotalea,Syntrophotalea sp002424645
GCF_900142125.1,Bacteria,Desulfobacterota,Desulfuromonadia,Desulfuromonadales,Geopsychrobacteraceae,Malonomonas,Malonomonas rubra
GCA_002868865.1,Bacteria,Desulfobacterota,Desulfuromonadia,Desulfuromonadales,Geopsychrobacteraceae,BM509,BM509 sp002868865
GCA_002869695.1,Bacteria,Desulfobacterota,Desulfuromonadia,Desulfuromonadales,Geopsychrobacteraceae,BM509,BM509 sp002869695
GCA_002049545.1,Bacteria,Desulfobacterota,Desulfuromonadia,Desulfuromonadales,Geopsychrobacteraceae,Desulfuromusa,Desulfuromusa sp002049545
GCF_000384395.1,Bacteria,Desulfobacterota,Desulfuromonadia,Desulfuromonadales,Geopsychrobacteraceae,Geopsychrobacter,Geopsychrobacter electrodiphilus
GCA_003247215.1,Bacteria,Desulfobacterota,Desulfuromonadia,Desulfuromonadales,Geopsychrobacteraceae,Malonomonas,Malonomonas rubra_A
GCA_003695205.1,Bacteria,Desulfobacterota,Desulfuromonadia,Desulfuromonadales,Geothermobacteraceae,J078,J078 sp003695205
GCF_002898515.1,Bacteria,Desulfobacterota,Desulfuromonadia,Desulfuromonadales,Geothermobacteraceae,Geothermobacter,Geothermobacter sp002898515
GCF_002093115.1,Bacteria,Desulfobacterota,Desulfuromonadia,Desulfuromonadales,Geothermobacteraceae,Geothermobacter,Geothermobacter sp002093115
GCF_001887775.1,Bacteria,Desulfobacterota,Desulfuromonadia,Desulfuromonadales,Syntrophotaleaceae,SFB93,SFB93 sp001887775
GCA_001751225.1,Bacteria,Desulfobacterota,Desulfuromonadia,Desulfuromonadales,Syntrophotaleaceae,SFB93,SFB93 sp001751225
GCA_007134025.1,Bacteria,Desulfobacterota,Desulfuromonadia,Desulfuromonadales,Syntrophotaleaceae,SLLR01,SLLR01 sp007134025
GCA_003561875.1,Bacteria,Desulfobacterota,Desulfuromonadia,Desulfuromonadales,Syntrophotaleaceae,SLLR01,SLLR01 sp003561875
GCA_002435955.1,Bacteria,Desulfobacterota,Desulfuromonadia,Desulfuromonadales,Syntrophotaleaceae,Syntrophotalea,Syntrophotalea sp002435955
GCA_002868845.1,Bacteria,Desulfobacterota,Desulfuromonadia,Desulfuromonadales,Trichloromonadaceae,BM501,BM501 sp002868845
GCA_002423365.1,Bacteria,Desulfobacterota,Desulfuromonadia,Desulfuromonadales,Trichloromonadaceae,Thrichloromonas,Thrichloromonas sp002423365
GCF_900111775.1,Bacteria,Desulfobacterota,Desulfuromonadia,Desulfuromonadales,Trichloromonadaceae,Thrichloromonas,Thrichloromonas acetexigens
GCA_002424625.1,Bacteria,Desulfobacterota,Desulfuromonadia,Desulfuromonadales,Trichloromonadaceae,UBA2197,UBA2197 sp002424625
GCA_002841765.1,Bacteria,Desulfobacterota,Desulfuromonadia,Desulfuromonadales,Trichloromonadaceae,UBA2197,UBA2197 sp002841765
GCA_002345625.1,Bacteria,Desulfobacterota,Desulfuromonadia,Desulfuromonadales,UBA2294,UBA2294,UBA2294 sp002345625
GCA_002868925.1,Bacteria,Desulfobacterota,Desulfuromonadia,Desulfuromonadales,UBA2294,BM707,BM707 sp002868925
GCA_002869615.1,Bacteria,Desulfobacterota,Desulfuromonadia,Desulfuromonadales,UBA2294,BM707,BM707 sp002869615
GCA_007125165.1,Bacteria,Desulfobacterota,Desulfuromonadia,Desulfuromonadales,Geopsychrobacteraceae,SLDV01,SLDV01 sp007125165
GCF_000020385.1,Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales,Pseudopelobacteraceae,Trichlorobacter,Trichlorobacter lovleyi
GCF_001628815.1,Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales,Geobacteraceae,Geobacter,Geobacter anodireducens
GCF_000426865.1,Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales,Geobacteraceae,Citrifermentans,Citrifermentans bremense
GCF_000007985.2,Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales,Geobacteraceae,Geobacter,Geobacter sulfurreducens
GCF_000016745.1,Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales,Geobacteraceae,Geotalea,Geotalea uraniireducens
GCA_001311985.1,Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales,Geobacteraceae,Geotalea,Geotalea toluenoxydans
GCA_002419385.1,Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales,Geobacteraceae,UBA4078,UBA4078 sp002419385
GCA_003314535.1,Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales,Geobacteraceae,UBA4078,UBA4078 sp003314535
GCA_002298925.1,Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales,Pseudopelobacteraceae,Pseudopelobacter,Pseudopelobacter sp002298925
GCA_002322035.1,Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales,Pseudopelobacteraceae,Pseudopelobacter,Pseudopelobacter sp002322035
GCA_002419465.1,Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales,Pseudopelobacteraceae,Trichlorobacter,Trichlorobacter sp002419465
GCA_003646715.1,Bacteria,Desulfobacterota,Syntrophobacteria,B119-G9,B119-G9,B119-G9,B119-G9 sp003646715
GCA_001603845.1,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,Syntrophobacteraceae,Delta-01,Delta-01 sp001603845
GCF_003751385.1,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,DSM-9756,Desulfosoma,Desulfosoma caldarium
GCF_900129305.1,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,DSM-9756,Desulfacinum,Desulfacinum infernum
GCF_900176285.1,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,DSM-9756,Desulfacinum,Desulfacinum hydrothermale
GCA_007125915.1,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,Syntrophobacteraceae,SLCH01,SLCH01 sp007125915
GCA_003566995.1,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,Syntrophobacteraceae,SLCH01,SLCH01 sp003566995
GCF_900290365.1,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,Syntrophobacteraceae,SbD1,SbD1 sp900290365
GCF_900290385.1,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,Syntrophobacteraceae,SbD1,SbD1 sp900290385
GCA_002298995.1,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,Syntrophobacteraceae,UBA696,UBA696 sp002298995
GCA_002298165.1,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,Syntrophobacteraceae,UBA696,UBA696 sp002298165
GCF_001027545.1,Bacteria,Elusimicrobiota,Endomicrobia,Endomicrobiales,Endomicrobiaceae,Endomicrobium,Endomicrobium proavitum
GCA_900319325.1,Bacteria,Elusimicrobiota,Elusimicrobia,Elusimicrobiales,Elusimicrobiaceae,UBA1436,UBA1436 sp900319325
GCA_001800135.1,Bacteria,Elusimicrobiota,Elusimicrobia,2-02-FULL-39-32,2-02-FULL-39-32,2-02-FULL-39-32,2-02-FULL-39-32 sp001800135
GCA_001800095.1,Bacteria,Elusimicrobiota,Elusimicrobia,2-02-FULL-39-32,2-01-FULL-60-11,2-01-FULL-64-13,2-01-FULL-64-13 sp001800095
GCA_001800085.1,Bacteria,Elusimicrobiota,Elusimicrobia,2-02-FULL-39-32,2-01-FULL-60-11,2-01-FULL-60-11,2-01-FULL-60-11 sp001800085
GCA_001799975.1,Bacteria,Elusimicrobiota,Elusimicrobia,2-02-FULL-39-32,2-01-FULL-60-11,2-01-FULL-60-11,2-01-FULL-60-11 sp001799975
GCA_003500765.1,Bacteria,Elusimicrobiota,Elusimicrobia,Elusimicrobiales,UBA9959,UBA2231,UBA2231 sp003500765
GCA_002329395.1,Bacteria,Elusimicrobiota,Elusimicrobia,Elusimicrobiales,Elusimicrobiaceae,UBA1436,UBA1436 sp002329395
GCA_002311025.1,Bacteria,Elusimicrobiota,Elusimicrobia,Elusimicrobiales,Elusimicrobiaceae,UBA1174,UBA1174 sp002311025
GCA_900556855.1,Bacteria,Elusimicrobiota,Elusimicrobia,Elusimicrobiales,Elusimicrobiaceae,UBA1174,UBA1174 sp900556855
GCF_000020145.1,Bacteria,Elusimicrobiota,Elusimicrobia,Elusimicrobiales,Elusimicrobiaceae,Elusimicrobium,Elusimicrobium minutum
GCF_002159705.1,Bacteria,Elusimicrobiota,Elusimicrobia,Elusimicrobiales,Elusimicrobiaceae,UBA1436,UBA1436 sp002159705
GCA_001871115.1,Bacteria,Elusimicrobiota,Elusimicrobia,Elusimicrobiales,UBA9959,UBA9959,UBA9959 sp001871115
GCA_001799565.1,Bacteria,Elusimicrobiota,Elusimicrobia,Elusimicrobiales,UBA9959,UBA9634,UBA9634 sp001799565
GCA_003450815.1,Bacteria,Elusimicrobiota,Elusimicrobia,Elusimicrobiales,UBA9959,UBA9634,UBA9634 sp003450815
GCA_001799895.1,Bacteria,Elusimicrobiota,Elusimicrobia,Elusimicrobiales,UBA9959,UBA9959,UBA9959 sp001799895
GCA_001800245.1,Bacteria,Elusimicrobiota,Elusimicrobia,Elusimicrobiales,UBA9959,YA12-FULL-51-18,YA12-FULL-51-18 sp001800245
GCA_001799575.1,Bacteria,Elusimicrobiota,Elusimicrobia,Elusimicrobiales,UBA9959,YA12-FULL-51-18,YA12-FULL-51-18 sp001799575
GCA_001800015.1,Bacteria,Elusimicrobiota,Elusimicrobia,UBA1565,UBA9628,O2-02-FULL-57-9,O2-02-FULL-57-9 sp001800015
GCA_003450735.1,Bacteria,Elusimicrobiota,Elusimicrobia,UBA1565,UBA1565,UBA9639,UBA9639 sp003450735
GCA_002401485.1,Bacteria,Elusimicrobiota,Elusimicrobia,UBA1565,UBA1565,UBA1565,UBA1565 sp002401485
GCA_002790095.1,Bacteria,Elusimicrobiota,Elusimicrobia,UBA1565,UBA1565,UBA1565,UBA1565 sp002790095
GCA_002841695.1,Bacteria,Elusimicrobiota,Endomicrobia,PHAN01,PHAN01,PHAN01,PHAN01 sp002841695
GCA_001800315.1,Bacteria,Elusimicrobiota,Endomicrobia,Endomicrobiales,XYA2-FULL-47-53,XYA2-FULL-47-53,XYA2-FULL-47-53 sp001800315
GCA_002448285.1,Bacteria,Elusimicrobiota,Endomicrobia,Endomicrobiales,Endomicrobiaceae,RUG658,RUG658 sp002448285
GCA_900321055.1,Bacteria,Elusimicrobiota,Endomicrobia,Endomicrobiales,Endomicrobiaceae,RUG658,RUG658 sp900321055
GCA_002407045.1,Bacteria,Eremiobacterota,UBP9,UBA4705,UBA4705,UBA4705,UBA4705 sp002407045
GCA_003244105.1,Bacteria,Eremiobacterota,Eremiobacteria,Eremiobacterales,Eremiobacteraceae,Eremiobacter,Eremiobacter sp003244105
GCA_004298675.1,Bacteria,Eremiobacterota,Eremiobacteria,UBP12,SCRA01,SCRA01,SCRA01 sp004298675
GCA_003136895.1,Bacteria,Eremiobacterota,Eremiobacteria,UBP12,UBA5184,PALSA-1495,PALSA-1495 sp003136895
GCA_003164045.1,Bacteria,Eremiobacterota,Eremiobacteria,UBP12,UBA5184,Bog-1524,Bog-1524 sp003164045
GCA_003164495.1,Bacteria,Eremiobacterota,Eremiobacteria,UBP12,UBA5184,Bog-1524,Bog-1524 sp003164495
GCA_003140855.1,Bacteria,Eremiobacterota,Eremiobacteria,UBP12,UBA5184,Fen-1528,Fen-1528 sp003140855
GCA_003151115.1,Bacteria,Eremiobacterota,Eremiobacteria,UBP12,UBA5184,Fen-1528,Fen-1528 sp003151115
GCA_003168375.1,Bacteria,Eremiobacterota,Eremiobacteria,UBP12,UBA5184,Palsa-1478,Palsa-1478 sp003168375
GCA_003140215.1,Bacteria,Eremiobacterota,Eremiobacteria,UBP12,UBA5184,Palsa-1478,Palsa-1478 sp003140215
GCA_003133185.1,Bacteria,Eremiobacterota,Eremiobacteria,UBP12,UBA5184,Palsa-1483,Palsa-1483 sp003133185
GCA_003158175.1,Bacteria,Eremiobacterota,Eremiobacteria,UBP12,UBA5184,Palsa-1483,Palsa-1483 sp003158175
GCA_002413145.1,Bacteria,Eremiobacterota,Eremiobacteria,UBP12,UBA5184,UBA5184,UBA5184 sp002413145
GCA_003134695.1,Bacteria,Eremiobacterota,Eremiobacteria,UBP12,UBA5184,UBA5184,UBA5184 sp003134695
GCF_000008365.1,Bacteria,Firmicutes,Bacilli,Mycoplasmatales,Metamycoplasmataceae,Mycoplasma_J,Mycoplasma_J mobile
GCF_003148565.1,Bacteria,Firmicutes,Alicyclobacillia,Tumebacillales,Tumebacillaceae,Tumebacillus,Tumebacillus permanentifrigoris
GCF_001447355.1,Bacteria,Firmicutes,Alicyclobacillia,Alicyclobacillales,Alicyclobacillaceae,Alicyclobacillus,Alicyclobacillus tengchongensis
GCF_003144315.1,Bacteria,Firmicutes,Alicyclobacillia,Alicyclobacillales,Acidibacillaceae,Acidibacillus_A,Acidibacillus_A sulfuroxidans
GCF_001642725.1,Bacteria,Firmicutes,Alicyclobacillia,Alicyclobacillales,Acidibacillaceae,Acidibacillus,Acidibacillus ferrooxidans
GCF_001516615.1,Bacteria,Firmicutes,Alicyclobacillia,Alicyclobacillales,Acidibacillaceae,Acidibacillus,Acidibacillus ferrooxidans_B
GCF_001552255.1,Bacteria,Firmicutes,Alicyclobacillia,Alicyclobacillales,Alicyclobacillaceae,Alicyclobacillus_G,Alicyclobacillus_G shizuokensis
GCF_900107035.1,Bacteria,Firmicutes,Alicyclobacillia,Alicyclobacillales,Alicyclobacillaceae,Alicyclobacillus,Alicyclobacillus hesperidum
GCF_000472905.1,Bacteria,Firmicutes,Alicyclobacillia,Alicyclobacillales,Alicyclobacillaceae,Alicyclobacillus_A,Alicyclobacillus_A pomorum
GCF_000429525.1,Bacteria,Firmicutes,Alicyclobacillia,Alicyclobacillales,Alicyclobacillaceae,Alicyclobacillus_A,Alicyclobacillus_A contaminans
GCF_001552655.1,Bacteria,Firmicutes,Alicyclobacillia,Alicyclobacillales,Alicyclobacillaceae,Alicyclobacillus_G,Alicyclobacillus_G kakegawensis
GCF_900116805.1,Bacteria,Firmicutes,Alicyclobacillia,Alicyclobacillales,Alicyclobacillaceae,Alicyclobacillus_H,Alicyclobacillus_H macrosporangiidus
GCF_000702485.1,Bacteria,Firmicutes,Alicyclobacillia,Alicyclobacillales,Alicyclobacillaceae,Alicyclobacillus_H,Alicyclobacillus_H macrosporangiidus_B
GCF_000376225.1,Bacteria,Firmicutes,Alicyclobacillia,Tumebacillales,Effusibacillaceae,Effusibacillus,Effusibacillus pohliae
GCF_002162355.1,Bacteria,Firmicutes,Alicyclobacillia,Tumebacillales,Tumebacillaceae,Tumebacillus_A,Tumebacillus_A avium
GCF_000714935.1,Bacteria,Firmicutes,Alicyclobacillia,Tumebacillales,Tumebacillaceae,Tumebacillus,Tumebacillus flagellatus
GCF_002243515.1,Bacteria,Firmicutes,Alicyclobacillia,Tumebacillales,Tumebacillaceae,Tumebacillus_A,Tumebacillus_A algifaecis
GCF_002804065.1,Bacteria,Firmicutes,Alicyclobacillia,Kyrpidiales,Kyrpidiaceae,Kyrpidia,Kyrpidia spormannii
GCF_003550015.1,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Anaeroplasmataceae,Anaeroplasma,Anaeroplasma bactoclasticum
GCA_003497445.1,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Acholeplasmataceae,UBA8290,UBA8290 sp003497445
GCF_000018785.1,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Acholeplasmataceae,Acholeplasma,Acholeplasma laidlawii
GCF_000526235.1,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Acholeplasmataceae,Acholeplasma,Acholeplasma granularum
GCF_000687835.1,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Acholeplasmataceae,Acholeplasma_A,Acholeplasma_A modicum
GCF_900660745.1,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Acholeplasmataceae,Acholeplasma_A,Acholeplasma_A axanthum
GCF_002838185.1,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Acholeplasmataceae,MZ-XQ,MZ-XQ sp002838185
GCF_002838205.1,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Acholeplasmataceae,MZ-XQ,MZ-XQ sp002838205
GCF_000364425.1,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Acholeplasmataceae,Phytoplasma,Phytoplasma sp000364425
GCA_001623385.2,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Acholeplasmataceae,Phytoplasma,Phytoplasma sp001623385
GCA_002422045.1,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Acholeplasmataceae,UBA2284,UBA2284 sp002422045
GCA_003249785.1,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Acholeplasmataceae,UBA2284,UBA2284 sp003249785
GCA_900540705.1,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Anaeroplasmataceae,UMGS268,UMGS268 sp900540705
GCA_002449755.1,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Anaeroplasmataceae,Anaeroplasma,Anaeroplasma sp002449755
GCA_001916215.1,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Anaeroplasmataceae,CAG-307,CAG-307 sp001916215
GCA_900547045.1,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Anaeroplasmataceae,CAG-307,CAG-307 sp900547045
GCA_900540175.1,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Anaeroplasmataceae,UMGS268,UMGS268 sp900540175
GCA_002427375.1,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,UBA5453,UBA5453,UBA5453 sp002427375
GCA_002423145.1,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,UBA5453,UBA6235,UBA6235 sp002423145
GCA_002441525.1,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,UBA5453,UBA6235,UBA6235 sp002441525
GCF_003609605.1,Bacteria,Firmicutes,Bacilli,Aneurinibacillales,RAOX-1,Ammoniphilus,Ammoniphilus oxalaticus
GCF_000430625.1,Bacteria,Firmicutes,Bacilli,Aneurinibacillales,Aneurinibacillaceae,Aneurinibacillus_B,Aneurinibacillus_B terranovensis
GCF_000466385.1,Bacteria,Firmicutes,Bacilli,Aneurinibacillales,Aneurinibacillaceae,Aneurinibacillus,Aneurinibacillus aneurinilyticus
GCA_002375825.1,Bacteria,Firmicutes,Bacilli,Aneurinibacillales,Aneurinibacillaceae,Aneurinibacillus,Aneurinibacillus sp002375825
GCF_004522215.1,Bacteria,Firmicutes,Bacilli,Aneurinibacillales,RAOX-1,YIM-78166,YIM-78166 sp004522215
GCF_004123195.1,Bacteria,Firmicutes,Bacilli,Aneurinibacillales,RAOX-1,YIM-78166,YIM-78166 sp004123195
GCF_000429685.1,Bacteria,Firmicutes,Bacilli,Bacillales,Marinococcaceae,Bacillus_AP,Bacillus_AP aidingensis
